,,,,,,,,,,
Key: Market,Key: Index (Market Area + Budget),Make and Model,Average Annual Earnings Rounded,Average Annual ROI,Vehicle Value,Annual Loan Cost,Average Annual Earnings Rounded,Vehicle Value Rounded,Loan Cost Rounded,Concat
Chicago,Chicago$25K to $40K,Land Rover Range Rover Velar,,0.5289,,,12821.51,37848,8386.3,ChicagoLand Rover Range Rover Velar
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Mercedes-Benz Glb-Class,,0.5286,,,12321.42,36377,8060.36,Los Angeles / Riverside / Orange CountyMercedes-Benz Glb-Class
National Average,National Average$25K to $40K,BMW 3 Series,,0.5285,,,9249.26,27309,6051.09,National AverageBMW 3 Series
Honolulu,Honolulu$25K to $40K,Chevrolet Silverado 1500 Ld,,0.5282,,,9349.72,27612,6118.23,HonoluluChevrolet Silverado 1500 Ld
US: Other,US: Other$25K to $40K,BMW 4 Series Gran Coupe,,0.528,,,9528.47,28144,6236.11,US: OtherBMW 4 Series Gran Coupe
Phoenix,Phoenix$10K to $25K,Honda Hr-V,,0.5274,,,7221.76,21338,4728.04,PhoenixHonda Hr-V
Orlando,Orlando$25K to $40K,Genesis G80,,0.5273,,,10377.39,30665,6794.71,OrlandoGenesis G80
Orlando,Orlando$10K to $25K,Hyundai Ioniq Hybrid,,0.527,,,6671.15,19717,4368.86,OrlandoHyundai Ioniq Hybrid
National Average,National Average$10K to $25K,MINI Hardtop 2 Door,,0.5265,,,7464.45,22068,4889.8,National AverageMINI Hardtop 2 Door
San Diego,San Diego$25K to $40K,BMW 2 Series,,0.5263,,,10204.03,30172,6685.47,San DiegoBMW 2 Series
National Average,National Average$25K to $40K,Toyota Tacoma,,0.5259,,,10174.31,30092,6667.74,National AverageToyota Tacoma
Tampa,Tampa$10K to $25K,Nissan Pathfinder,,0.5257,,,8446.39,24984,5535.92,TampaNissan Pathfinder
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Hyundai Kona,,0.5257,,,6444.06,19062,4223.73,Miami / Fort LauderdaleHyundai Kona
National Average,National Average$25K to $40K,Ford Escape Hybrid,,0.5256,,,8685.14,25693,5693.02,National AverageFord Escape Hybrid
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,BMW 4 Series Gran Coupe,,0.5254,,,9512.85,28144,6236.11,Los Angeles / Riverside / Orange CountyBMW 4 Series Gran Coupe
US: Other,US: Other$25K to $40K,Lexus Ux,,0.5254,,,9491.13,28080,6221.93,US: OtherLexus Ux
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,GMC Acadia,,0.5252,,,8964.36,26526,5877.59,San Francisco / Oakland / San JoseGMC Acadia
Chicago,Chicago$40K to $100K,GMC Yukon Xl,,0.5251,,,17976.01,53196,11787.09,ChicagoGMC Yukon Xl
Tampa,Tampa$25K to $40K,BMW 4 Series,,0.525,,,11511.04,34066,7548.29,TampaBMW 4 Series
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Hyundai Santa Fe,,0.525,,,7905.85,23397,5184.27,Miami / Fort LauderdaleHyundai Santa Fe
US: Other,US: Other$25K to $40K,Jeep Wrangler,,0.5247,,,10110.78,29927,6631.18,US: OtherJeep Wrangler
Seattle / Tacoma,Seattle / Tacoma$40K to $100K,Land Rover Defender,,0.5246,,,21990.07,65096,14423.88,Seattle / TacomaLand Rover Defender
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Ford Explorer,,0.5239,,,9336.7,27651,6126.87,New York / New Jersey / Long IslandFord Explorer
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Kia K5,,0.5237,,,8876.41,26292,5825.74,Los Angeles / Riverside / Orange CountyKia K5
National Average,National Average$40K to $100K,Porsche Macan,,0.5236,,,13675.53,40508,8975.7,National AveragePorsche Macan
Houston,Houston$10K to $25K,Honda Civic,,0.523,,,6430.57,19055,4222.18,HoustonHonda Civic
Orlando,Orlando$25K to $40K,Dodge Challenger,,0.5227,,,9930.08,29431,6521.28,OrlandoDodge Challenger
National Average,National Average$10K to $25K,Volkswagen Golf Alltrack,,0.5226,,,7894.1,23399,5184.72,National AverageVolkswagen Golf Alltrack
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Audi A4,,0.5224,,,8288.35,24571,5444.41,New York / New Jersey / Long IslandAudi A4
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Toyota Camry,,0.5223,,,7303.71,21653,4797.84,Los Angeles / Riverside / Orange CountyToyota Camry
Phoenix,Phoenix$25K to $40K,Toyota Tacoma,,0.5223,,,10150.09,30092,6667.74,PhoenixToyota Tacoma
Orlando,Orlando$10K to $25K,Kia Seltos,,0.5216,,,8098.78,24021,5322.54,OrlandoKia Seltos
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,GMC Acadia,,0.5215,,,8942.93,26526,5877.59,Washington DC / BaltimoreGMC Acadia
Austin,Austin$25K to $40K,Toyota Rav4,,0.5212,,,8651.27,25666,5687.03,AustinToyota Rav4
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Toyota Camry Hybrid,,0.521,,,10125.31,30043,6656.88,Seattle / TacomaToyota Camry Hybrid
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Porsche Macan,,0.521,,,13652.16,40508,8975.7,Miami / Fort LauderdalePorsche Macan
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Chrysler Pacifica,,0.5207,,,8582.11,25470,5643.61,Washington DC / BaltimoreChrysler Pacifica
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Toyota Highlander,,0.52,,,10153.54,30148,6680.15,Los Angeles / Riverside / Orange CountyToyota Highlander
Tampa,Tampa$10K to $25K,Chevrolet Trax,,0.5197,,,5048.27,14992,3321.91,TampaChevrolet Trax
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Jeep Wrangler Unlimited,,0.5192,,,11619.85,34518,7648.45,San Francisco / Oakland / San JoseJeep Wrangler Unlimited
Houston,Houston$25K to $40K,Cadillac Xt6,,0.5191,,,12747.72,37872,8391.62,HoustonCadillac Xt6
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Chevrolet Traverse,,0.5187,,,9538.67,28345,6280.64,Miami / Fort LauderdaleChevrolet Traverse
Las Vegas,Las Vegas$25K to $40K,Cadillac Ct5,,0.5185,,,11707.35,34794,7709.6,Las VegasCadillac Ct5
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Honda Accord,,0.5181,,,7786.66,23148,5129.1,Seattle / TacomaHonda Accord
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Honda Cr-V,,0.5176,,,8198.26,24380,5402.08,New York / New Jersey / Long IslandHonda Cr-V
National Average,National Average$10K to $25K,FIAT 124 Spider,,0.5175,,,7232.15,21508,4765.71,National AverageFIAT 124 Spider
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Hyundai Sonata,,0.5171,,,6491.71,19312,4279.12,Dallas / Fort WorthHyundai Sonata
US: Other,US: Other$25K to $40K,Jeep Wrangler Unlimited,,0.517,,,11602.5,34518,7648.45,US: OtherJeep Wrangler Unlimited
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Jeep Wagoneer,,0.5164,,,20577.59,61244,13570.36,Miami / Fort LauderdaleJeep Wagoneer
Las Vegas,Las Vegas$10K to $25K,Chrysler 300,,0.516,,,7607.93,22648,5018.31,Las VegasChrysler 300
National Average,National Average$25K to $40K,Ford Ranger,,0.5159,,,10036.6,29880,6620.77,National AverageFord Ranger
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Nissan Pathfinder,,0.5156,,,8390.06,24984,5535.92,Miami / Fort LauderdaleNissan Pathfinder
Las Vegas,Las Vegas$25K to $40K,Chevrolet Bolt Euv,,0.5151,,,10873.75,32391,7177.15,Las VegasChevrolet Bolt Euv
Honolulu,Honolulu$25K to $40K,Ram 1500,,0.515,,,12831.54,38225,8469.84,HonoluluRam 1500
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Mercedes-Benz C-Class,,0.5149,,,11222.26,33433,7408.04,Seattle / TacomaMercedes-Benz C-Class
San Diego,San Diego$25K to $40K,Chevrolet Traverse,,0.5147,,,9513.27,28345,6280.64,San DiegoChevrolet Traverse
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Toyota Sienna,,0.5146,,,11630.79,34656,7679.03,Los Angeles / Riverside / Orange CountyToyota Sienna
Orlando,Orlando$10K to $25K,Toyota Camry,,0.5146,,,7266.79,21653,4797.84,OrlandoToyota Camry
Orlando,Orlando$10K to $25K,Mazda Cx-5,,0.5146,,,7243.47,21584,4782.55,OrlandoMazda Cx-5
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Kia Optima,,0.5146,,,5622.88,16755,3712.55,Los Angeles / Riverside / Orange CountyKia Optima
Austin,Austin$10K to $25K,Hyundai Sonata,,0.514,,,6478.81,19312,4279.12,AustinHyundai Sonata
Las Vegas,Las Vegas$25K to $40K,Jeep Grand Cherokee L,,0.514,,,13416.93,39994,8861.81,Las VegasJeep Grand Cherokee L
Atlanta,Atlanta$10K to $25K,Mazda Cx-5,,0.5139,,,7240.45,21584,4782.55,AtlantaMazda Cx-5
US: Other,US: Other$10K to $25K,Chevrolet Impala,,0.5139,,,6339.86,18900,4187.83,US: OtherChevrolet Impala
Chicago,Chicago$25K to $40K,Land Rover Discovery,,0.5139,,,11868.52,35382,7839.89,ChicagoLand Rover Discovery
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Subaru Crosstrek,,0.5138,,,7901.84,23557,5219.73,Seattle / TacomaSubaru Crosstrek
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Mazda Cx-30,,0.5134,,,7333.68,21869,4845.7,Los Angeles / Riverside / Orange CountyMazda Cx-30
New York / New Jersey / Long Island,New York / New Jersey / Long Island$40K to $100K,Audi S5,,0.5133,,,13886.68,41413,9176.23,New York / New Jersey / Long IslandAudi S5
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Volvo Xc90,,0.513,,,10604.1,31630,7008.53,Boston / Worcester / LawrenceVolvo Xc90
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Toyota Corolla Im,,0.5125,,,5946.25,17743,3931.47,Los Angeles / Riverside / Orange CountyToyota Corolla Im
Orlando,Orlando$10K to $25K,Buick Encore,,0.5115,,,4848.62,14477,3207.79,OrlandoBuick Encore
National Average,National Average$25K to $40K,Audi A5,,0.5114,,,9982.03,29806,6604.37,National AverageAudi A5
US: Other,US: Other$25K to $40K,Alfa Romeo Stelvio,,0.5113,,,8796.73,26269,5820.65,US: OtherAlfa Romeo Stelvio
National Average,National Average$25K to $40K,Mercedes-Benz Glb-Class,,0.5106,,,12176.23,36377,8060.36,National AverageMercedes-Benz Glb-Class
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Honda Odyssey,,0.5106,,,10022.16,29943,6634.73,Miami / Fort LauderdaleHonda Odyssey
Tampa,Tampa$25K to $40K,Mazda Cx-9,,0.5105,,,9109.87,27218,6030.92,TampaMazda Cx-9
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Buick Encore,,0.5105,,,4845.41,14477,3207.79,Los Angeles / Riverside / Orange CountyBuick Encore
Chicago,Chicago$25K to $40K,Acura Mdx,,0.5103,,,10891.79,32546,7211.5,ChicagoAcura Mdx
Tampa,Tampa$25K to $40K,Ford Explorer,,0.5096,,,9249,27651,6126.87,TampaFord Explorer
Phoenix,Phoenix$40K to $100K,Chevrolet Tahoe,,0.5094,,,16327.74,48820,10817.46,PhoenixChevrolet Tahoe
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Chevrolet Trailblazer,,0.5092,,,8228.36,24606,5452.16,Miami / Fort LauderdaleChevrolet Trailblazer
Chicago,Chicago$25K to $40K,Kia Telluride,,0.5091,,,11587.76,34655,7678.8,ChicagoKia Telluride
Las Vegas,Las Vegas$25K to $40K,BMW 4 Series,,0.5089,,,11389.84,34066,7548.29,Las VegasBMW 4 Series
Atlanta,Atlanta$25K to $40K,Volkswagen Atlas,,0.5089,,,9135.47,27324,6054.41,AtlantaVolkswagen Atlas
Phoenix,Phoenix$10K to $25K,Nissan Maxima,,0.5089,,,7268.49,21740,4817.12,PhoenixNissan Maxima
Honolulu,Honolulu$40K to $100K,BMW X7,,0.5088,,,20962.66,62704,13893.86,HonoluluBMW X7
Austin,Austin$25K to $40K,Mercedes-Benz A-Class,,0.5084,,,9279.3,27763,6151.68,AustinMercedes-Benz A-Class
Denver / Boulder,Denver / Boulder$25K to $40K,Ford Maverick,,0.5084,,,10325.71,30894,6845.45,Denver / BoulderFord Maverick
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Mercedes-Benz Cla-Class,,0.5084,,,9283,27775,6154.34,Miami / Fort LauderdaleMercedes-Benz Cla-Class
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Audi Q3,,0.5083,,,9155.64,27395,6070.14,Miami / Fort LauderdaleAudi Q3
Denver / Boulder,Denver / Boulder$40K to $100K,Ford Bronco,,0.5082,,,17289.65,51736,11463.59,Denver / BoulderFord Bronco
US: Other,US: Other$10K to $25K,Ford Taurus,,0.5082,,,6623.08,19819,4391.47,US: OtherFord Taurus
Las Vegas,Las Vegas$25K to $40K,Toyota Highlander,,0.5082,,,10074.7,30148,6680.15,Las VegasToyota Highlander
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Mercedes-Benz Metris,,0.508,,,9811.43,29363,6506.21,Washington DC / BaltimoreMercedes-Benz Metris
San Diego,San Diego$25K to $40K,Lexus Rx,,0.5078,,,12618.2,37769,8368.8,San DiegoLexus Rx
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Chevrolet Camaro,,0.5076,,,9451.18,28292,6268.9,Miami / Fort LauderdaleChevrolet Camaro
Chicago,Chicago$25K to $40K,INFINITI Qx60,,0.5076,,,8482.33,25393,5626.54,ChicagoINFINITI Qx60
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,MINI Convertible,,0.5075,,,8685.44,26002,5761.49,New York / New Jersey / Long IslandMINI Convertible
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Nissan Maxima,,0.5071,,,7259.74,21740,4817.12,New York / New Jersey / Long IslandNissan Maxima
Austin,Austin$25K to $40K,Lexus Es,,0.5064,,,11417.64,34207,7579.54,AustinLexus Es
National Average,National Average$10K to $25K,Mazda Mazda6,,0.5063,,,6877.14,20605,4565.63,National AverageMazda Mazda6
San Diego,San Diego$25K to $40K,Honda Pilot,,0.5062,,,9624.87,28840,6390.33,San DiegoHonda Pilot
US: Other,US: Other$40K to $100K,GMC Yukon Xl,,0.5062,,,17753.2,53196,11787.09,US: OtherGMC Yukon Xl
National Average,National Average$10K to $25K,Lincoln Mkz,,0.5061,,,7381.73,22119,4901.1,National AverageLincoln Mkz
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Alfa Romeo Stelvio,,0.506,,,8765.96,26269,5820.65,Boston / Worcester / LawrenceAlfa Romeo Stelvio
Denver / Boulder,Denver / Boulder$10K to $25K,Toyota Prius,,0.5058,,,8012.42,24014,5320.99,Denver / BoulderToyota Prius
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Mazda Mazda3,,0.505,,,5858.21,17567,3892.47,Boston / Worcester / LawrenceMazda Mazda3
Atlanta,Atlanta$10K to $25K,Jeep Compass,,0.505,,,6772.25,20308,4499.82,AtlantaJeep Compass
Las Vegas,Las Vegas$25K to $40K,Honda Passport,,0.5044,,,10751.44,32254,7146.79,Las VegasHonda Passport
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Toyota Highlander Hybrid,,0.5043,,,12030.49,36094,7997.66,Boston / Worcester / LawrenceToyota Highlander Hybrid
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Chevrolet Malibu,,0.5041,,,6116.93,18354,4066.85,Boston / Worcester / LawrenceChevrolet Malibu
US: Other,US: Other$25K to $40K,Jeep Grand Cherokee L,,0.5038,,,13326.41,39994,8861.81,US: OtherJeep Grand Cherokee L
Denver / Boulder,Denver / Boulder$40K to $100K,Land Rover Defender,,0.5037,,,21689.37,65096,14423.88,Denver / BoulderLand Rover Defender
Honolulu,Honolulu$40K to $100K,Chevrolet Corvette,,0.5035,,,23904.82,71754,15899.15,HonoluluChevrolet Corvette
Las Vegas,Las Vegas$10K to $25K,Toyota Corolla Hybrid,,0.5033,,,8224,24690,5470.77,Las VegasToyota Corolla Hybrid
National Average,National Average$25K to $40K,INFINITI Qx50,,0.5033,,,9544.37,28654,6349.11,National AverageINFINITI Qx50
Las Vegas,Las Vegas$25K to $40K,Dodge Durango,,0.5031,,,10661.76,32012,7093.17,Las VegasDodge Durango
San Diego,San Diego$10K to $25K,Kia Sedona,,0.503,,,7387.48,22182,4915.06,San DiegoKia Sedona
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,BMW X2,,0.5026,,,7992,24004,5318.77,San Francisco / Oakland / San JoseBMW X2
US: Other,US: Other$25K to $40K,Audi Q5,,0.5024,,,10090.61,30311,6716.27,US: OtherAudi Q5
San Diego,San Diego$25K to $40K,Ford Maverick,,0.5023,,,10283.91,30894,6845.45,San DiegoFord Maverick
Phoenix,Phoenix$25K to $40K,INFINITI Qx80,,0.5022,,,12880.68,38697,8574.42,PhoenixINFINITI Qx80
Orlando,Orlando$40K to $100K,Audi S5,,0.5022,,,13784.36,41413,9176.23,OrlandoAudi S5
Tampa,Tampa$25K to $40K,Hyundai Tucson Hybrid,,0.5017,,,9909.98,29782,6599.05,TampaHyundai Tucson Hybrid
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Mitsubishi Outlander,,0.5016,,,7122.07,21406,4743.11,Washington DC / BaltimoreMitsubishi Outlander
Denver / Boulder,Denver / Boulder$10K to $25K,Toyota Corolla Hybrid,,0.5014,,,8213.55,24690,5470.77,Denver / BoulderToyota Corolla Hybrid
Austin,Austin$10K to $25K,Mazda Mx-5 Miata Rf,,0.5013,,,8288.69,24917,5521.07,AustinMazda Mx-5 Miata Rf
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Honda Odyssey,,0.5008,,,9957.43,29943,6634.73,Washington DC / BaltimoreHonda Odyssey
National Average,National Average$10K to $25K,Lincoln Mkx,,0.5004,,,6385.3,19206,4255.64,National AverageLincoln Mkx
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Mazda Cx-5,,0.5003,,,7175.2,21584,4782.55,Miami / Fort LauderdaleMazda Cx-5
US: Other,US: Other$10K to $25K,Ford Fusion Energi,,0.4998,,,6660.5,20042,4440.88,US: OtherFord Fusion Energi
National Average,National Average$25K to $40K,Mazda Mx-5 Miata,,0.4995,,,8590.74,25855,5728.91,National AverageMazda Mx-5 Miata
Houston,Houston$25K to $40K,Hyundai Palisade,,0.4995,,,11133.81,33509,7424.88,HoustonHyundai Palisade
National Average,National Average$10K to $25K,Nissan Maxima,,0.4995,,,7223.37,21740,4817.12,National AverageNissan Maxima
Austin,Austin$25K to $40K,Toyota Sienna,,0.4992,,,11512.55,34656,7679.03,AustinToyota Sienna
Chicago,Chicago$10K to $25K,Honda Accord,,0.499,,,7688.53,23148,5129.1,ChicagoHonda Accord
US: Other,US: Other$10K to $25K,Kia Niro,,0.4989,,,7672.37,23101,5118.69,US: OtherKia Niro
US: Other,US: Other$25K to $40K,Audi Q7,,0.4985,,,11287.9,33997,7533.01,US: OtherAudi Q7
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,BMW 2 Series Gran Coupe,,0.4985,,,10598.56,31921,7073.01,Los Angeles / Riverside / Orange CountyBMW 2 Series Gran Coupe
Atlanta,Atlanta$25K to $40K,Honda Odyssey,,0.4984,,,9941.4,29943,6634.73,AtlantaHonda Odyssey
Orlando,Orlando$25K to $40K,Toyota Sienna,,0.4981,,,11503.71,34656,7679.03,OrlandoToyota Sienna
Orlando,Orlando$10K to $25K,Lincoln Mkx,,0.4976,,,6373.37,19206,4255.64,OrlandoLincoln Mkx
Phoenix,Phoenix$25K to $40K,Mazda Cx-9,,0.4971,,,9028.63,27218,6030.92,PhoenixMazda Cx-9
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Nissan Rogue Sport,,0.4968,,,6270.09,18905,4188.94,Washington DC / BaltimoreNissan Rogue Sport
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Kia Seltos,,0.4968,,,7966.66,24021,5322.54,Los Angeles / Riverside / Orange CountyKia Seltos
Phoenix,Phoenix$10K to $25K,Honda Cr-V,,0.4964,,,8083.86,24380,5402.08,PhoenixHonda Cr-V
Atlanta,Atlanta$10K to $25K,Honda Civic,,0.4964,,,6317.94,19055,4222.18,AtlantaHonda Civic
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Mercedes-Benz Glc-Class,,0.4963,,,10567.86,31874,7062.59,New York / New Jersey / Long IslandMercedes-Benz Glc-Class
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Dodge Durango,,0.4963,,,10613.24,32012,7093.17,Washington DC / BaltimoreDodge Durango
Orlando,Orlando$25K to $40K,Ram 3500,,0.4962,,,12985.9,39170,8679.23,OrlandoRam 3500
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Mazda Cx-30,,0.4958,,,7248.37,21869,4845.7,San Francisco / Oakland / San JoseMazda Cx-30
San Diego,San Diego$25K to $40K,Kia K5,,0.4958,,,8714.24,26292,5825.74,San DiegoKia K5
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Honda Cr-V,,0.4954,,,8078.07,24380,5402.08,Seattle / TacomaHonda Cr-V
Orlando,Orlando$25K to $40K,Mercedes-Benz Glc-Class,,0.495,,,10558.57,31874,7062.59,OrlandoMercedes-Benz Glc-Class
National Average,National Average$10K to $25K,Cadillac Ats,,0.4947,,,7550.08,22796,5051.1,National AverageCadillac Ats
Orlando,Orlando$25K to $40K,Kia Telluride,,0.4947,,,11477.16,34655,7678.8,OrlandoKia Telluride
Phoenix,Phoenix$25K to $40K,Genesis G80,,0.494,,,10150.96,30665,6794.71,PhoenixGenesis G80
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,BMW 4 Series,,0.4937,,,11275.18,34066,7548.29,San Francisco / Oakland / San JoseBMW 4 Series
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Mercedes-Benz Cla-Class,,0.4937,,,9192.65,27775,6154.34,Boston / Worcester / LawrenceMercedes-Benz Cla-Class
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Audi A6,,0.4936,,,10495.31,31713,7026.92,Boston / Worcester / LawrenceAudi A6
US: Other,US: Other$25K to $40K,BMW X3,,0.4933,,,10509.47,31762,7037.78,US: OtherBMW X3
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Toyota Rav4,,0.4931,,,8491.46,25666,5687.03,Dallas / Fort WorthToyota Rav4
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Ford Escape Hybrid,,0.4931,,,8500.05,25693,5693.02,Los Angeles / Riverside / Orange CountyFord Escape Hybrid
Las Vegas,Las Vegas$40K to $100K,Chevrolet Tahoe,,0.4931,,,16151.06,48820,10817.46,Las VegasChevrolet Tahoe
National Average,National Average$25K to $40K,Kia Sorento Hybrid,,0.493,,,11352.8,34317,7603.91,National AverageKia Sorento Hybrid
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Chrysler 300,,0.493,,,7492.23,22648,5018.31,Dallas / Fort WorthChrysler 300
Phoenix,Phoenix$10K to $25K,Ford Edge,,0.4928,,,6668.73,20161,4467.24,PhoenixFord Edge
National Average,National Average$25K to $40K,Chevrolet Camaro,,0.4923,,,9355.24,28292,6268.9,National AverageChevrolet Camaro
Chicago,Chicago$40K to $100K,Porsche Macan,,0.492,,,13391.92,40508,8975.7,ChicagoPorsche Macan
Phoenix,Phoenix$40K to $100K,GMC Yukon,,0.4916,,,17487.27,52910,11723.72,PhoenixGMC Yukon
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Mazda Mx-5 Miata,,0.4913,,,8543.52,25855,5728.91,Miami / Fort LauderdaleMazda Mx-5 Miata
Las Vegas,Las Vegas$10K to $25K,Mazda Mazda6,,0.4913,,,6808.51,20605,4565.63,Las VegasMazda Mazda6
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Chevrolet Colorado,,0.4911,,,8996.89,27230,6033.58,San Francisco / Oakland / San JoseChevrolet Colorado
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Toyota Camry,,0.4907,,,7152.36,21653,4797.84,Washington DC / BaltimoreToyota Camry
US: Other,US: Other$25K to $40K,Kia K5,,0.4907,,,8684.44,26292,5825.74,US: OtherKia K5
Phoenix,Phoenix$40K to $100K,Jaguar F-Type,,0.4902,,,16818.2,50934,11285.88,PhoenixJaguar F-Type
Denver / Boulder,Denver / Boulder$40K to $100K,BMW X7,,0.4902,,,20704.52,62704,13893.86,Denver / BoulderBMW X7
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Acura Tlx,,0.4901,,,8609.06,26074,5777.44,New York / New Jersey / Long IslandAcura Tlx
Tampa,Tampa$25K to $40K,GMC Acadia,,0.4899,,,8756.76,26526,5877.59,TampaGMC Acadia
Austin,Austin$25K to $40K,Land Rover Range Rover Evoque,,0.4898,,,10548.71,31956,7080.76,AustinLand Rover Range Rover Evoque
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,BMW X7,,0.4898,,,20698.39,62704,13893.86,Los Angeles / Riverside / Orange CountyBMW X7
San Diego,San Diego$40K to $100K,Porsche Macan,,0.4895,,,13369.02,40508,8975.7,San DiegoPorsche Macan
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Dodge Journey,,0.489,,,5349.44,16214,3592.67,San Francisco / Oakland / San JoseDodge Journey
Orlando,Orlando$25K to $40K,Honda Pilot,,0.4884,,,9511.56,28840,6390.33,OrlandoHonda Pilot
Las Vegas,Las Vegas$25K to $40K,Kia K5,,0.4881,,,8669.23,26292,5825.74,Las VegasKia K5
National Average,National Average$25K to $40K,Buick Enclave,,0.488,,,9271.95,28121,6231.01,National AverageBuick Enclave
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Kia Sorento,,0.4872,,,8208.98,24911,5519.74,Los Angeles / Riverside / Orange CountyKia Sorento
Atlanta,Atlanta$10K to $25K,Dodge Journey,,0.487,,,5342.16,16214,3592.67,AtlantaDodge Journey
Phoenix,Phoenix$25K to $40K,Lexus Rx,,0.4868,,,12442.79,37769,8368.8,PhoenixLexus Rx
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Porsche Cayenne,,0.4867,,,18899.06,57370,12711.96,San Francisco / Oakland / San JosePorsche Cayenne
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Audi A4,,0.4863,,,8092.25,24571,5444.41,Miami / Fort LauderdaleAudi A4
